"Title","Type","Price","Area","Msg","Review","href","Enhance"
"獨立套房出租鄰敦化國中近捷運南京復興站","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","屋主王太太/12分鐘內更新/1條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11190152.html","黄金曝光"
"[大家房屋]小巨蛋套房","分租套房   |  7坪   |  樓層：2/3","11,000 元/月","松山區-八德路三段","仲介陳先生/昨日更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11152674.html","Normal"
"大厕所東門捷運永康公園加大單人床套房","分租套房   |  3坪   |  樓層：4/5","8,000 元/月","大安區-永康街","代理人李小姐/昨日更新/143人瀏覽","143人","https://rent.591.com.tw/rent-detail-11273178.html","Normal"
"仁愛圓環大安站套房","分租套房   |  7坪   |  樓層：4/4","10,000 元/月","大安區-四維路52巷","屋主林小姐/2天前更新/57人瀏覽","57人","https://rent.591.com.tw/rent-detail-11269627.html","Normal"
"~南京三民站旁~分租套房","分租套房   |  4坪   |  樓層：2/2","10,000 元/月","松山區-南京東路五段291巷20弄20號","仲介陳先生/2天前更新/119人瀏覽","119人","https://rent.591.com.tw/rent-detail-11277116.html","Normal"
"3分鐘到大安捷運雅緻大套房","分租套房   |  6坪   |  樓層：1/3","10,500 元/月","大安區-信義路四段30巷","屋主陳太太/2天前更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11189205.html","Normal"
"🍊民生社區【限女溫馨頂加美套房】","分租套房   |  6坪   |  樓層：頂樓加蓋/4","12,500 元/月","松山區-三民路110巷","仲介彭先生/3天前更新/17人瀏覽","17人","https://rent.591.com.tw/rent-detail-11246800.html","Normal"
"A395大安雲和街套房享富安居","分租套房   |  6坪   |  樓層：4/5","9,800 元/月","大安區-雲和街","仲介楊小姐/3天前更新/17人瀏覽","17人","https://rent.591.com.tw/rent-detail-11149086.html","Normal"
"A395台電大樓捷運5分鐘美套房","分租套房   |  5坪   |  樓層：4/5","9,800 元/月","大安區-雲和街","仲介楊小姐/3天前更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11149026.html","Normal"
"美樂*師大商圈*分租小資套房*戶數單純*","分租套房   |  3.9坪   |  樓層：頂樓加蓋/4","11,000 元/月","大安區-泰順街","仲介詹先生/3天前更新/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11254031.html","Normal"
"通化商圈套房","分租套房   |  8坪   |  樓層：4/5","14,000 元/月","大安區-通化街39巷","屋主陳小姐/3天前更新/36人瀏覽","36人","https://rent.591.com.tw/rent-detail-11236158.html","Normal"
"屋主自租電梯大樓冷氣套房-捷運松山線","分租套房   |  3坪   |  樓層：7/12","9,500 元/月","松山區-基隆路一段","屋主王小姐/3天前更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11210201.html","Normal"
"中山國中站套房出租，近大直內湖松山機場","分租套房   |  5坪   |  樓層：4/4","8,300 元/月","松山區-復興北路463號","屋主周先生/3天前更新/37人瀏覽","37人","https://rent.591.com.tw/rent-detail-11204720.html","Normal"
"南京三民❤️溫馨套房水泥牆~女生佳-喆寓","分租套房   |  6坪   |  樓層：頂樓加蓋/4","12,500 元/月","松山區-三民路110巷","仲介陳小姐/3天前更新/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11247477.html","Normal"
"分租套房出租","分租套房   |  5坪   |  樓層：4/5","13,500 元/月","松山區-光復北路","屋主李先生/3天前更新/11人瀏覽","11人","https://rent.591.com.tw/rent-detail-11271223.html","Normal"
"民生生活圈方便套房","分租套房   |  7坪   |  樓層：2/4","11,500 元/月","松山區-富錦街","仲介王維君/4天前更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11249038.html","Normal"
"民生生活圈方便套房","分租套房   |  7坪   |  樓層：2/4","13,000 元/月","松山區-新東街41巷2號","仲介王小姐/4天前更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11249042.html","Normal"
"非頂加(靠近台大.台科大)","分租套房   |  6坪   |  樓層：5/5","8,900 元/月","大安區-安居街117號","屋主張先生/4天前更新/2條問答/111人瀏覽","111人","https://rent.591.com.tw/rent-detail-11264387.html","Normal"
"忠孝SOGO美套/近捷運安靜/垃圾有人收","分租套房   |  6坪   |  樓層：2/4","12,000 元/月","大安區-大安路一段31巷","仲介李先生/4天前更新/35人瀏覽","35人","https://rent.591.com.tw/rent-detail-11269874.html","Normal"
"已收訂。捷運3分鐘、設備齊全~馬上入住!","分租套房   |  5坪   |  樓層：4/5","13,500 元/月","大安區-和平東路三段","代理人許先生/4天前更新/35人瀏覽","35人","https://rent.591.com.tw/rent-detail-11260106.html","Normal"
"忠孝復興採光靜套房","分租套房   |  6坪   |  樓層：4/4","12,000 元/月","大安區-忠孝東路三段251巷","代理人何先生/4天前更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11266321.html","Normal"
"A138師大套房","分租套房   |  5坪   |  樓層：4/5","9,500 元/月","大安區-雲和街","仲介楊小姐/5天前更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11149457.html","Normal"
"精美套房離古亭捷運5分鐘限女性","分租套房   |  6坪   |  樓層：5/7","10,000 元/月","大安區-潮州街","屋主楊小姐/5天前更新/1條問答/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11250406.html","Normal"
"微風廣場精美套房出租","分租套房   |  4坪   |  樓層：3/3","12,000 元/月","松山區-八德路二段410巷6號","仲介詹先生/5天前更新/15人瀏覽","15人","https://rent.591.com.tw/rent-detail-11136982.html","Normal"
"已收訂走道窗無對外窗大套房有後陽台可曬衣","分租套房   |  7坪   |  樓層：2/4","10,000 元/月","松山區-八德路三段158巷14號","仲介蔡先生/5天前更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11201315.html","Normal"
"北市東區優質套房(近華視)大曬衣陽台","分租套房   |  9坪   |  樓層：3/4","13,000 元/月","松山區-光復南路66巷","屋主黃小姐/5天前更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11223213.html","Normal"
"忠孝敦化捷運*仁愛敦南黃金地段*電梯套房","分租套房   |  13坪   |  樓層：4/7","14,000 元/月","大安區-敦化南路一段247巷","仲介孫媽媽/5天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11146529.html","Normal"
"南京復興站1分新裝潢獨立陽台美景公園","分租套房   |  12坪   |  樓層：7/7","14,800 元/月","松山區-南京東路三段303巷","屋主何小姐/5天前更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11222510.html","Normal"
"A275師大最便宜套房CP值最高只有一間","分租套房   |  6坪   |  樓層：4/5","9,200 元/月","大安區-雲和街","仲介享富嘉玉/5天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11149357.html","Normal"
"享富安居A275師大旁交通佳溫馨套房","分租套房   |  6坪   |  樓層：4/5","9,000 元/月","大安區-雲和街","仲介楊小姐/5天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11149415.html","Normal"
"雙捷運臨師大校園景觀佳生活機能超優","分租套房   |  6坪   |  樓層：5/6","13,000 元/月","大安區-師大路80巷","屋主黃小姐/6天前更新/1條問答/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11127091.html","Normal"
"邊間近捷運套房","分租套房   |  7坪   |  樓層：4/5","8,800 元/月","松山區-饒河街","屋主彭小姐/6天前更新/45人瀏覽","45人","https://rent.591.com.tw/rent-detail-11159037.html","Normal"
"師大優質套房(限女性)","分租套房   |  6坪   |  樓層：3/4","9,500 元/月","大安區-師大路39巷8號","屋主呂先生/6天前更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11258862.html","Normal"
"近捷運站上下班方便，安靜又安全的環境","分租套房   |  7坪   |  樓層：3/9","11,000 元/月","大安區-光復南路446號","代理人張小姐/6天前更新/29人瀏覽","29人","https://rent.591.com.tw/rent-detail-11257771.html","Normal"
"南京三民捷運站全新套凱基銀行旁","分租套房   |  7坪   |  樓層：4/4","11,000 元/月","松山區-南京東路五段123巷","代理人廖先生/6天前更新/1條問答/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11253187.html","Normal"
"松山區民生東路4段分租套房","分租套房   |  8坪   |  樓層：4/4","15,000 元/月","松山區-民生東路四段101號","仲介吳小姐/6天前更新/17人瀏覽","17人","https://rent.591.com.tw/rent-detail-11144682.html","Normal"
"國父紀念館分租美套中信潘于倫","分租套房   |  7坪   |  樓層：5/5","11,500 元/月","大安區-延吉街97巷20號","仲介潘先生/6天前更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11257226.html","Normal"
"微風廣場旁精緻亮麗套房預租從速！","分租套房   |  7坪   |  樓層：6/10","13,000 元/月","松山區-復興南路一段","仲介謝先生/7天前更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11172402.html","Normal"
"敦北長庚醫院明志台塑大樓分租套房","分租套房   |  9坪   |  樓層：4/4","14,500 元/月","松山區-民生東路四段","屋主羅先生/7天前更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11185838.html","Normal"
"近東區優質套房。下樓即綠地","分租套房   |  3.5坪   |  樓層：3/4","10,500 元/月","松山區-八德路四段106巷","代理人郭先生/7天前更新/14人瀏覽","14人","https://rent.591.com.tw/rent-detail-11256609.html","Normal"
"裝潢大套房~設有廚房,洗衣機~半地下","分租套房   |  8坪   |  樓層：B1/6","14,500 元/月","大安區-泰順街26巷39號","仲介增先生/7天前更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11253936.html","Normal"
"捷運忠孝復興站優質套房微風與SOGO百貨","分租套房   |  6坪   |  樓層：2/5","11,500 元/月","大安區-市民大道四段","屋主吳先生/8天前更新/15人瀏覽","15人","https://rent.591.com.tw/rent-detail-11249071.html","Normal"
"松山捷運美套房","分租套房   |  8坪   |  樓層：5/5","11,500 元/月","松山區-饒河街","仲介蔡先生/8天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11249069.html","Normal"
"八德路.1房1衛電梯家具全一卡皮箱可入住","分租套房   |  6坪   |  樓層：6/6","12,000 元/月","松山區-八德路二段366巷","仲介杜先生/9天前更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11246547.html","Normal"
"忠孝敦化捷運美套/免追垃圾車/住戶素質高","分租套房   |  6坪   |  樓層：2/4","12,000 元/月","大安區-大安路一段31巷","仲介李先生/10天前更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11220467.html","Normal"
"忠孝敦化捷運美套/免追垃圾車/住戶素質高","分租套房   |  6坪   |  樓層：2/4","12,200 元/月","大安區-大安路一段31巷","仲介李先生/10天前更新/9人瀏覽","9人","https://rent.591.com.tw/rent-detail-11230746.html","Normal"
"知足常樂★仙境：限女生／新裝潢美妝套房","分租套房   |  6坪   |  樓層：3/4","9,999 元/月","大安區-樂業街94巷","仲介鯨魚租屋/11天前更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11235390.html","Normal"
"近臺大師大套房","分租套房   |  6坪   |  樓層：頂樓加蓋/4","9,000 元/月","大安區-泰順街38巷","屋主曾先生/11天前更新/59人瀏覽","59人","https://rent.591.com.tw/rent-detail-11233662.html","Normal"
"近市政府信義商圈饒河夜市","分租套房   |  6坪   |  樓層：3/10","12,000 元/月","松山區-基隆路一段32號","屋主黃先生/11天前更新/1條問答/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11147169.html","Normal"
"近捷運小巨蛋站/新裝潢套房/生活機能方便","分租套房   |  9坪   |  樓層：4/4","12,000 元/月","松山區-八德路三段99巷","代理人王小姐/12天前更新/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11229895.html","Normal"
"~南京三民站旁~套房","分租套房   |  4坪   |  樓層：2/2","10,000 元/月","松山區-南京東路五段291巷20弄20號","仲介陳先生/13天前更新/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11224925.html","Normal"
"一卡皮箱即可入住","分租套房   |  開放式格局   |  8坪   |  樓層：2/4","15,000 元/月","松山區-南京東路四段53巷","代理人王太太/14天前更新/1條問答/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11219408.html","Normal"
"大安區通化街雙捷運便宜套房只要8500元","分租套房   |  6坪   |  樓層：2/5","8,500 元/月","大安區-通化街203巷","屋主曾先生/14天前更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11162505.html","Normal"
"近捷運.夜市.市場.學校.公車站","分租套房   |  6坪   |  樓層：3/4","12,000 元/月","大安區-泰順街60巷","屋主吳先生/14天前更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11217606.html","Normal"
"全女子近六張犁捷運站便宜套房8500元","分租套房   |  5坪   |  樓層：2/4","8,500 元/月","大安區-富陽街14號","屋主沈先生/17天前更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11206609.html","Normal"
"溫馨小套房~近微風、SOGO忠孝","分租套房   |  6坪   |  樓層：3/5","13,650 元/月","大安區-復興南路一段79巷","屋主鍾小姐/17天前更新/15人瀏覽","15人","https://rent.591.com.tw/rent-detail-11205879.html","Normal"
"敦化北路優質套房,設備全,環境優","分租套房   |  8坪   |  樓層：頂樓加蓋/4","10,800 元/月","松山區-敦化北路145巷","仲介葉小姐/18天前更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11201078.html","Normal"
"仁愛路四段高級地段,優質套房,輕鬆入住","分租套房   |  6坪   |  樓層：2/7","10,000 元/月","大安區-仁愛路四段266巷","屋主吳太太/18天前更新/1條問答/71人瀏覽","71人","https://rent.591.com.tw/rent-detail-11193216.html","Normal"
"台大分租美套房#共用廚房#陽台#捷運","分租套房   |  5坪   |  樓層：4/4","10,500 元/月","大安區-和平東路二段118巷","仲介許先生/18天前更新/38人瀏覽","38人","https://rent.591.com.tw/rent-detail-11200105.html","Normal"
"6-5樓-生活好機能.交通便捷可短租","分租套房   |  8坪   |  樓層：6/7","15,000 元/月","大安區-樂利路42巷2號","代理人梁小姐/19天前更新/1條問答/17人瀏覽","17人","https://rent.591.com.tw/rent-detail-11195041.html","Normal"
"大套房,可住兩人，限女性","分租套房   |  7坪   |  樓層：5/6","13,000 元/月","大安區-安和路二段23巷","屋主張先生/19天前更新/1條問答/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11193610.html","Normal"
"光復南路華廈美套房","分租套房   |  6坪   |  樓層：2/6","13,000 元/月","松山區-光復南路58巷","代理人宋小姐/22天前更新/5條問答/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11144425.html","Normal"
"光復南路優質美房","分租套房   |  4坪   |  樓層：2/6","8,500 元/月","松山區-光復南路58巷","代理人宋小姐/22天前更新/9條問答/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11184230.html","Normal"
"科技大樓站步行五分鐘#靜巷#公園","分租套房   |  8坪   |  樓層：1/7","11,000 元/月","大安區-和平東路二段107巷11弄14號","代理人楊先生/24天前更新/1條問答/37人瀏覽","37人","https://rent.591.com.tw/rent-detail-11174934.html","Normal"
"忠孝敦化高CP套房採光好超便利","分租套房   |  5坪   |  樓層：4/4","14,000 元/月","大安區-忠孝東路四段223巷34弄5號","屋主黃先生/24天前更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11144328.html","Normal"
"大安最低價☆捷運正出口","分租套房   |  5坪   |  樓層：5/5","8,700 元/月","大安區-和平東路三段","代理人宋小姐/25天前更新/62人瀏覽","62人","https://rent.591.com.tw/rent-detail-11154996.html","Normal"
"【小資套房】採光佳設備齊全拎包即可入住","分租套房   |  3坪   |  樓層：頂樓加蓋/4","10,000 元/月","松山區-光復南路17巷","代理人趙小姐/26天前更新/27人瀏覽","27人","https://rent.591.com.tw/rent-detail-11165500.html","Normal"
"舒適雙人床近師大台電大樓捷運有2間","分租套房   |  15坪   |  樓層：5/5","10,800 元/月","大安區-泰順街50巷27弄27號","代理人張先生/28天前更新/1條問答/76人瀏覽","76人","https://rent.591.com.tw/rent-detail-11154154.html","Normal"
"近台視小巨蛋中崙市場~請六、日來電看房~","分租套房   |  7坪   |  樓層：4/4","10,000 元/月","松山區-八德路三段12巷","屋主林小姐/29天前更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11151344.html","Normal"
"敦北145巷套房","分租套房   |  5坪   |  樓層：2/4","11,000 元/月","松山區-敦化北路145巷","代理人賴先生/32天前更新/14人瀏覽","14人","https://rent.591.com.tw/rent-detail-11131040.html","Normal"
"公館、台電捷運全新雅房","雅房   |  5坪   |  樓層：4/11","8,800 元/月","大安區-羅斯福路三段","屋主吳小姐/14分鐘內更新/1條問答/151人瀏覽","151人","https://rent.591.com.tw/rent-detail-11183267.html","黄金曝光"
"東門站-東門3號膠囊旅店(單人膠囊床位)","雅房   |  5坪   |  樓層：2/4","10,000 元/月","大安區-信義路二段110號","屋主張先生/14分鐘內更新/98人瀏覽","98人","https://rent.591.com.tw/rent-detail-11232323.html","黄金曝光"
"仁愛圓環分租雅房","雅房   |  5坪   |  樓層：2/4","13,800 元/月","大安區-仁愛路四段48巷","屋主陳小姐/14分鐘內更新/62人瀏覽","62人","https://rent.591.com.tw/rent-detail-11220896.html","黄金曝光"
"香蕉同居中Coliving東區共居公寓","雅房   |  5坪   |  樓層：7/7","9,500 元/月","大安區-敦化南路一段","代理人香蕉同居中/14分鐘內更新/96人瀏覽","96人","https://rent.591.com.tw/rent-detail-11244048.html","黄金曝光"
"距遠企中心100公尺~限女性","雅房   |  6坪   |  樓層：5/6","8,400 元/月","大安區-安和路二段209巷12號","代理人莊先生/14分鐘內更新/47人瀏覽","47人","https://rent.591.com.tw/rent-detail-11214158.html","黄金曝光"
"大窗採光，信義安和站6分/六張犁10分","雅房   |  5坪   |  樓層：5/5","11,800 元/月","大安區-通化街98巷","屋主徐小姐/14分鐘內更新/85人瀏覽","85人","https://rent.591.com.tw/rent-detail-11235063.html","黄金曝光"
"【雙捷運首選】大安信義路三段大坪優質雅房","雅房   |  7.5坪   |  樓層：4/4","9,000 元/月","大安區-信義路三段111巷","屋主陳先生/14分鐘內更新/104人瀏覽","104人","https://rent.591.com.tw/rent-detail-11266358.html","黄金曝光"
"會呼吸有陽光微風的家","雅房   |  7坪   |  樓層：2/4","13,900 元/月","大安區-復興南路21號","屋主林小姐/14分鐘內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11267437.html","黄金曝光"
"台大北教大五星麗套房及雅房","雅房   |  5坪   |  樓層：4/5","8,800 元/月","大安區-和平東路二段","屋主李小姐/14分鐘內更新/6條問答/136人瀏覽","136人","https://rent.591.com.tw/rent-detail-11188291.html","黄金曝光"
"共生公寓@光復八德@梯口垃圾代收","雅房   |  12坪   |  樓層：2/6","12,500 元/月","松山區-光復南路13巷","代理人陳先生/3小時內更新/149人瀏覽","149人","https://rent.591.com.tw/rent-detail-11215075.html","黄金曝光"
"大安路名人巷敦化南路一段極新雅房","雅房   |  4坪   |  樓層：4/4","9,000 元/月","大安區-敦化南路270巷","屋主蕭先生/4小時內更新/87人瀏覽","87人","https://rent.591.com.tw/rent-detail-11247125.html","黄金曝光"
"近南京三民站@前後陽台@門前可停汽機車","雅房   |  12坪   |  樓層：1/5","10,500 元/月","松山區-八德路四段245巷","代理人朱先生/14分鐘內更新/60人瀏覽","60人","https://rent.591.com.tw/rent-detail-11269564.html","黄金曝光"
"全新漂亮雅房多戶.近民權大橋，地段優","雅房   |  5坪   |  樓層：3/4","8,500 元/月","松山區-撫遠街389巷25號","仲介王先生/14分鐘內更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11022574.html","VIP"
"台電大樓站散步6分鐘靜巷邊間三面採光明亮","雅房   |  4坪   |  樓層：4/4","13,500 元/月","大安區-溫州街","屋主吳先生/44分鐘內更新/1條問答/82人瀏覽","82人","https://rent.591.com.tw/rent-detail-11238154.html","VIP"
"國父紀念館捷運站散步5分鐘","雅房   |  4坪   |  樓層：4/4","13,000 元/月","大安區-光復南路294巷","屋主吳先生/44分鐘內更新/55人瀏覽","55人","https://rent.591.com.tw/rent-detail-11238190.html","VIP"
"忠孝新生站兩分鐘步行距離","雅房   |  7坪   |  樓層：7/7","9,500 元/月","大安區-新生南路一段103巷7號","屋主莊太太/2小時內更新/1條問答/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11235420.html","VIP"
"可兩人住近台大台科大雅房","雅房   |  4.5坪   |  樓層：3/7","9,000 元/月","大安區-基隆路三段","屋主莊小姐/2小時內更新/1條問答/30人瀏覽","30人","https://rent.591.com.tw/rent-detail-11182966.html","VIP"
"超值雅房　包水電瓦斯　捷運中山國中8分鐘","雅房   |  4坪   |  樓層：3/4","8,500 元/月","松山區-民權東路三段191巷77號","屋主余小姐/2小時內更新/1條問答/48人瀏覽","48人","https://rent.591.com.tw/rent-detail-11221658.html","VIP"
"台電大樓站一個月起租客廳廚房完善交通方便","雅房   |  5坪   |  樓層：2/5","11,500 元/月","大安區-雲和街","代理人小管家/2小時內更新/1條問答/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11144492.html","VIP"
"捷運南京三民閣樓式雅房近123巷美食街","雅房   |  5坪   |  樓層：頂樓加蓋/3","8,500 元/月","松山區-南京東路五段59巷","屋主鄭先生/2小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11161909.html","VIP"
"台大商圈雅房","雅房   |  7坪   |  樓層：4/4","11,800 元/月","大安區-辛亥路三段157巷","仲介陳先生/2小時內更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11196020.html","VIP"
"近台大師大公園超商可短租包水電網路","雅房   |  6坪   |  樓層：2/4","8,000 元/月","大安區-溫州街11巷","屋主洪先生/2小時內更新/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11240849.html","VIP"
"微風廣場附近全新裝潢套房出租,住2人女士","雅房   |  8坪   |  樓層：3/6","15,000 元/月","松山區-八德路二段366巷63號","屋主魏先生/2小時內更新/30人瀏覽","30人","https://rent.591.com.tw/rent-detail-11256281.html","VIP"
"租房補助ok大安區家庭式雅房,大大客廳","雅房   |  3.3坪   |  樓層：2/4","10,800 元/月","大安區-瑞安街135巷21號","屋主沈先生/2小時內更新/52人瀏覽","52人","https://rent.591.com.tw/rent-detail-11158171.html","VIP"
"近科技大樓捷運台大台科大生活機能佳光線好","雅房   |  6坪   |  樓層：4/4","8,500 元/月","大安區-復興南路二段","屋主熊小姐/2小時內更新/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11279767.html","VIP"
"忠孝復興二人合租雅房水電瓦斯全包經濟實惠","雅房   |  6坪   |  樓層：4/5","12,000 元/月","大安區-忠孝東路三段80巷","屋主李小姐/2小時內更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11155745.html","VIP"
"近台電大樓,師大臺大.環境優,近捷運公車","雅房   |  5坪   |  樓層：5/6","9,500 元/月","大安區-溫州街48巷","屋主鄭小姐/2小時內更新/2條問答/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11184832.html","VIP"
"臨北科大、精緻雅房，附設廚房、餐廳等設施","雅房   |  7坪   |  樓層：2/14","12,000 元/月","大安區-忠孝東路三段","屋主劉小姐/2小時內更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11256057.html","VIP"
"台北(可短租)忠孝復興站雅房出租:","雅房   |  6坪   |  樓層：7/14","9,800 元/月","大安區-忠孝東路三段242號","屋主周小姐/2小時內更新/54人瀏覽","54人","https://rent.591.com.tw/rent-detail-11268980.html","VIP"
"全新裝潢景觀雅房出租","雅房   |  4坪   |  樓層：15/15","10,000 元/月","松山區-民生東路五段137巷4弄12號","屋主陳小姐/2小時內更新/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11253164.html","VIP"
"*可短租*河景絕美*景觀房出租","雅房   |  5坪   |  樓層：15/15","12,800 元/月","松山區-民生東路五段137巷4弄10號","屋主陳小姐/2小時內更新/84人瀏覽","84人","https://rent.591.com.tw/rent-detail-11273529.html","VIP"
"大安區/捷運麟光5分鐘/一卡皮箱入住","雅房   |  5坪   |  樓層：4/5","11,500 元/月","大安區-臥龍街195巷","代理人林小姐/2小時內更新/29人瀏覽","29人","https://rent.591.com.tw/rent-detail-11185438.html","VIP"
"精華地段，交通便利生活機能佳難得好房","雅房   |  8坪   |  樓層：3/6","11,500 元/月","大安區-四維路192巷","屋主王先生/2小時內更新/1條問答/37人瀏覽","37人","https://rent.591.com.tw/rent-detail-11207916.html","VIP"
"大安區文藝雅房","雅房   |  6坪   |  樓層：3/4","8,000 元/月","大安區-浦城街","屋主秦小姐/2小時內更新/68人瀏覽","68人","https://rent.591.com.tw/rent-detail-11255150.html","VIP"
"民生社區雅房機能超便利租金可議","雅房   |  6坪   |  樓層：3/7","8,500 元/月","松山區-民權東路五段","屋主游小姐/2小時內更新/1條問答/43人瀏覽","43人","https://rent.591.com.tw/rent-detail-11258796.html","VIP"
"公館近台灣大學，優質雅房~限女性","雅房   |  5坪   |  樓層：4/4","10,500 元/月","大安區-新生南路三段94巷","屋主王先生/2小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11245159.html","VIP"
"happytogether科技公園雅房","雅房   |  5坪   |  樓層：7/7","9,000 元/月","大安區-和平東路二段175巷","屋主黃先生/2小時內更新/1條問答/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11226230.html","VIP"
"忠孝復興站SOGO3分鐘新裝潢大雅房三間","雅房   |  3坪   |  樓層：3/14","9,000 元/月","大安區-忠孝東路三段","屋主劉先生/2小時內更新/29人瀏覽","29人","https://rent.591.com.tw/rent-detail-11232133.html","VIP"
"民生社區實木地板空間寬敞全層共兩雅房出租","雅房   |  5坪   |  樓層：頂樓加蓋/4","9,000 元/月","松山區-撫遠街367巷","屋主李小姐/2小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11156097.html","VIP"
"東門捷運5分鐘","雅房   |  6坪   |  樓層：3/4","8,500 元/月","大安區-信義路二段86巷40號","屋主謝小姐/2小時內更新/30人瀏覽","30人","https://rent.591.com.tw/rent-detail-11256995.html","VIP"
"香蕉同居中Coliving五號共居公寓","雅房   |  5坪   |  樓層：6/7","9,999 元/月","松山區-北寧路","代理人香蕉同居中/2小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11244052.html","VIP"
"香蕉同居中Junior共居公寓","雅房   |  5坪   |  樓層：3/7","9,999 元/月","松山區-民權東路三段106巷","代理人香蕉同居中/2小時內更新/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11244054.html","VIP"
"【台視】鬧中取靜仕女雅房，交通生活俱便利","雅房   |  3坪   |  樓層：頂樓加蓋/7","8,000 元/月","松山區-八德路三段12巷","屋主萬大姊/2小時內更新/27人瀏覽","27人","https://rent.591.com.tw/rent-detail-11278503.html","VIP"
"大陽台cozy雅房","雅房   |  6坪   |  樓層：4/5","9,800 元/月","大安區-和平東路二段107巷","代理人林小姐/2小時內更新/57人瀏覽","57人","https://rent.591.com.tw/rent-detail-11224200.html","VIP"
"大廚房客廳！師大夜市出租！近台電大樓捷運","雅房   |  5坪   |  樓層：4/5","8,000 元/月","大安區-泰順街40巷","屋主蕭小姐/3小時內更新/1條問答/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11177005.html","Normal"
"青年共居雅房南京復興~捷運站步行2分","雅房   |  5坪   |  樓層：2/4","9,000 元/月","松山區-南京東路三段256巷","屋主董先生/3小時內更新/1條問答/74人瀏覽","74人","https://rent.591.com.tw/rent-detail-11268799.html","Normal"
"東門捷運旁景觀溫馨雅房出租永康街的靜巷上","雅房   |  5坪   |  樓層：3/4","11,000 元/月","大安區-永康街13巷","屋主張先生/4小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11281301.html","Normal"
